HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome	Entrez Gene ID	RefSeq IDs
HGNC:25621	ACOXL	acyl-CoA oxidase like		FLJ11042	2q13	55289	NM_018308
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1			2q13	400997	NR_122074
HGNC:122	ACP1	acid phosphatase 1		HAAP, LMW-PTP, LMWPTP	2p25.3	52	NM_004300
HGNC:123	ACP2	acid phosphatase 2, lysosomal		LAP	11p11.2	53	NM_001610
HGNC:14376	ACP4	acid phosphatase 4	ACPT		19q13.33	93650	NM_033068
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant		TRAP, HPAP	19p13.2	54	
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic		LPAP, ACPL1	1q21.2	51205	NM_016361
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)		FLJ16165, PAPL1, PAPL	19q13.2	390928	NM_001004318
HGNC:125	ACPP	acid phosphatase, prostate		ACP3, ACP-3, PAP	3q22.1	55	NM_001099
HGNC:126	ACR	acrosin			22q13.33	49	NM_001097
HGNC:17195	ACRBP	acrosin binding protein		SP32, OY-TES-1, CT23	12p13.31	84519	NM_032489
HGNC:127	ACRV1	acrosomal vesicle protein 1		SPACA2, SP-10, D11S4365	11q24.2	56	NM_001612
HGNC:128	ACS3~withdrawn	symbol withdrawn, see TWIST1					
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	23205	NM_015162
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2		BGR, PRTD-NY3, DKFZp434K1635	19p13.3	81616	NM_030924
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2		FLJ20920, ACSMW	17q21.33	80221	NM_025149
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3			16q24.3	197322	NM_174917
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	2180	NM_001995
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	FACL3	ACS3, PRO2194	2q36.1	2181	NM_004457
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	2182	NM_004458
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	FACL5	ACS5, ACS2	10q25.2	51703	NM_016234
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	23305	NM_015256
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	BUCS1	MACS1	16p12.3	116285	NM_052956
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	ACSM2	A-923A4.1, MGC150530	16p12.3	123876	NM_001010845
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	ACSM2	HXMA, HYST1046	16p12.3	348158	NM_182617
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	SAH	SA	16p12.3	6296	NM_005622
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4			12p13.31	341392	NM_001080454
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5		FLJ20581	16p12.3	54988	NM_017888
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1			16p12.3	100421779	NG_026352
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	C10orf129	bA310E22.3	10q23.33	142827	NM_207321
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21	84532	NM_032501
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	55902	NM_018677
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3		FLJ21963	12q21.31	79611	NM_024560
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	ACTA	NEM3	1q42.13	58	NM_001100
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta		ACTSA	10q23.31	59	NM_001613
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1		uc001kfo.1, ZXF1	10q23.31	100132116	
HGNC:131	ACTA3~withdrawn	symbol withdrawn, see ACTG2					
HGNC:132	ACTB	actin beta			7p22.1	60	NM_001101
HGNC:17780	ACTBL2	actin, beta like 2		DKFZp686D0972	5q11.2	345651	NM_001017992
HGNC:134	ACTBP1	actin, beta pseudogene 1			Xp11.3	643309	NG_022596
HGNC:135	ACTBP2	actin, beta pseudogene 2			5q14.1	62	NG_003019
HGNC:136	ACTBP3	actin, beta pseudogene 3			18q21.33	63	
HGNC:137	ACTBP4	actin, beta pseudogene 4			5q23.3	64	
HGNC:138	ACTBP5~withdrawn	entry withdrawn					
HGNC:139	ACTBP6	actin, beta pseudogene 6			8q21.2	66	NG_008793
HGNC:140	ACTBP7	actin, beta pseudogene 7			15q15.3	67	
HGNC:141	ACTBP8	actin, beta pseudogene 8		ACTBP2	6q15	68	NG_000840
HGNC:142	ACTBP9	actin, beta pseudogene 9			18q21.33	69	NG_003162
HGNC:31819	ACTBP10	actin, beta pseudogene 10			14q11.2	446207	
HGNC:33971	ACTBP11	actin, beta pseudogene 11			1q41	644220	
HGNC:150	ACTBP12	actin, beta pseudogene 12	ACTGP5		1p22.1	100462767	NG_026958
HGNC:44626	ACTBP13	actin, beta pseudogene 13			3p21.31	389120	
HGNC:45086	ACTBP14	actin, beta pseudogene 14			10q22.1	389976	NG_022182
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	ACTC	CMD1R	15q14	70	NM_005159
HGNC:144	ACTG1	actin gamma 1	ACTG, DFNA20, DFNA26		17q25.3	71	NM_001614
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	ACTGP1, ACT1GP1		3q23	73	NG_001068
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	ACTL2, ACTGP2		Yq11.222	74	NG_004636
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	ACTGP3		20p13	75	NG_000842
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	ACTGP4		1p21.1	648740	
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	ACTGP6		1p21	78	
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	ACTGP7		1p21	79	
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	ACTGP8		1p21	80	
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	ACTGP9		6p12.3	82	NG_001069
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	ACTL1, ACTGP10		Xp11.22	83	NG_003039
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11			Yq11.222	414754	NG_004636
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12			3p25.2	100418921	
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13			3q12.1	100418920	
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14			9p24.1	100418910	NG_023870
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15			15q14	100418951	
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16			16q12.1	100418960	
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17			15q25.2	283693	
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18			6q16.3	100418924	
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19			9q31.1	644160	
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20			1p36.11	644961	
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21			1p31.1	100131291	
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22			2p16.1	100131953	
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23			3q26.31	442097	
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	POTENP		17p11.2	441783	
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	ACTL3, ACTA3	ACTSG	2p13.1	72	NM_001615
HGNC:156	ACTL2~withdrawn	symbol withdrawn, see ACTG1P2					
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2					
HGNC:158	ACTL4~withdrawn	entry withdrawn					
HGNC:159	ACTL5~withdrawn	entry withdrawn					
HGNC:24124	ACTL6A	actin like 6A		Actl6, BAF53A, Arp4, Baf53a, INO80K	3q26.33	86	NM_004301
HGNC:160	ACTL6B	actin like 6B	ACTL6	BAF53B	7q22.1	51412	NM_016188
HGNC:161	ACTL7A	actin like 7A			9q31.3	10881	NM_006687
HGNC:162	ACTL7B	actin like 7B		Tact1	9q31.3	10880	NM_006686
HGNC:24018	ACTL8	actin like 8		CT57	1p36.13	81569	NM_030812
HGNC:28494	ACTL9	actin like 9		MGC33407	19p13.2	284382	NM_178525
HGNC:16127	ACTL10	actin like 10	C20orf134		20q11.22	170487	
HGNC:163	ACTN1	actinin alpha 1			14q24.1	87	NM_001102
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	C14orf84		14q24.1	161159	
HGNC:164	ACTN2	actinin alpha 2			1q43	88	NM_001103
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)			11q13.2	89	NM_001104
HGNC:166	ACTN4	actinin alpha 4	FSGS1		19q13.2	81	
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1			4q26	344978	
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2			1p34.3	391026	
HGNC:51621	ACTP1	actin family pseudogene 1			2q12.3		
HGNC:167	ACTR1A	ARP1 actin related protein 1 homolog A		ARP1, Arp1A	10q24.32	10121	
HGNC:168	ACTR1B	ARP1 actin related protein 1 homolog B	CTRN2	Arp1B	2q11.2	10120	NM_005735
HGNC:169	ACTR2	ARP2 actin related protein 2 homolog		ARP2	2p14	10097	NM_001005386
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog		ARP3	2q14.1	10096	NM_005721
HGNC:17256	ACTR3B	ARP3 actin related protein 3 homolog B		ARP11, ARP3beta	7q36.1-q36.2	57180	NM_020445
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1			Yq11.21	643050	NG_005799
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2		FKSG73	2p11.1	440888	
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3			16p11.2	647156	
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4			4q24	777774	
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5			10p11.1	399746	
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6			22q11.1	644773	
HGNC:37282	ACTR3C	ARP3 actin related protein 3 homolog C		ARP11	7q36.1	653857	
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1			14q11.2	100288580	
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2			Xq13.1	100129013	
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3			3q12.2	100128020	
HGNC:14671	ACTR5	ARP5 actin related protein 5 homolog		FLJ12785, Arp5, INO80M	20q11.23	79913	NM_024855
HGNC:24025	ACTR6	ARP6 actin related protein 6 homolog		ARP6, FLJ13433	12q23.1	64431	NM_022496
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1			4q25	100421495	NG_025147
HGNC:14672	ACTR8	ARP8 actin related protein 8 homolog		INO80N	3p21.1	93973	NM_022899
HGNC:17372	ACTR10	actin related protein 10 homolog		HARP11, ACTR11, Arp11, Arp10	14q23.1	55860	
HGNC:24027	ACTRT1	actin related protein T1		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	139741	NM_138289
HGNC:24026	ACTRT2	actin related protein T2		Arp-T2, ARPM2, FLJ25424	1p36.32	140625	NM_080431
HGNC:24022	ACTRT3	actin related protein T3		ARPM1	3q26.2	84517	NM_032487
HGNC:171	ACVR1	activin A receptor type 1	ACVRLK2	SKR1, ALK2, ACVR1A	2q24.1	90	NM_001105
HGNC:172	ACVR1B	activin A receptor type 1B	ACVRLK4	ALK4, SKR2, ActRIB	12q13.13	91	NM_020328
HGNC:18123	ACVR1C	activin A receptor type 1C		ALK7, ACVRLK7	2q24.1	130399	NM_145259
HGNC:173	ACVR2A	activin A receptor type 2A	ACVR2	ACTRII	2q22.3-q23.1	92	NM_001616
HGNC:174	ACVR2B	activin A receptor type 2B		ActR-IIB	3p22.2	93	NM_001106
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1			3p22.2	100128640	NR_028389
HGNC:175	ACVRL1	activin A receptor like type 1	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	94	NM_000020
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1					
HGNC:177	ACY1	aminoacylase 1			3p21.2	95	NM_000666
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B					
HGNC:24104	ACY3	aminoacylase 3		HCBP1, MGC9740, ACY-3	11q13.2	91703	NM_080658
HGNC:179	ACYP1	acylphosphatase 1			14q24.3	97	
HGNC:180	ACYP2	acylphosphatase 2			2p16.2	98	
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP					
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE					
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1					
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2					
HGNC:185	AD5	Alzheimer disease 5			12p11.23-q13.12		
HGNC:186	ADA	adenosine deaminase			20q13.12	100	NM_000022
HGNC:1839	ADA2	adenosine deaminase 2	IDGFL, CECR1	ADGF	22q11.1	51816	
HGNC:30713	ADAD1	adenosine deaminase domain containing 1		Tenr	4q27	132612	NM_139243
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1			3p22.2	100422386	
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2			18q21.1	100422407	
HGNC:30714	ADAD2	adenosine deaminase domain containing 2		TENRL, FLJ00337	16q24.1	161931	NM_139174
HGNC:31853	ADAL	adenosine deaminase like			15q15.3	161823	NM_001324366
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.12-q24.13	8759	NG_001216
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)			12q24.13	100420505	NG_024129
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	FTNB	PH-30b, PH30, CT15	8p11.22	2515	NM_001464
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ADAM3, tMDCI	8p11.22	1587	NR_001569
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2		16q12.1	1596	NG_001526
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	tMDCII	8p11.22	255926	NR_001448
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	tMDCIV	14q32.33	8755	NR_002224
HGNC:214	ADAM7	ADAM metallopeptidase domain 7		GP-83, EAPI	8p21.2	8756	NM_003817
HGNC:215	ADAM8	ADAM metallopeptidase domain 8		CD156, MS2, CD156a	10q26.3	101	NM_001109
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.22	8754	
HGNC:188	ADAM10	ADAM metallopeptidase domain 10		kuz, MADM, HsT18717, CD156c	15q21.3	102	NM_001110
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	MDC		17q21.31	4185	NM_002390
HGNC:190	ADAM12	ADAM metallopeptidase domain 12		MCMPMltna, MLTN	10q26.2	8038	
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn					
HGNC:193	ADAM15	ADAM metallopeptidase domain 15		MDC15	1q21.3	8751	NM_003815
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	TACE	cSVP, CD156B	2p25.1	6868	
HGNC:196	ADAM18	ADAM metallopeptidase domain 18		tMDCIII, ADAM27	8p11.22	8749	NM_014237
HGNC:197	ADAM19	ADAM metallopeptidase domain 19		MLTNB	5q33.3	8728	NM_033274
HGNC:199	ADAM20	ADAM metallopeptidase domain 20			14q24.2	8748	
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55		14q24.2	317760	NR_037933
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2			4q34.2	100533671	
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3			4q35.2	644325	
HGNC:200	ADAM21	ADAM metallopeptidase domain 21		ADAM31	14q24.2	8747	
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P		14q24.2	145241	NG_002467
HGNC:201	ADAM22	ADAM metallopeptidase domain 22		MDC2	7q21.12	53616	NM_021723
HGNC:202	ADAM23	ADAM metallopeptidase domain 23		MDC3	2q33.3	8745	NM_003812
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene			8p22	646479	
HGNC:206	ADAM28	ADAM metallopeptidase domain 28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	10863	NM_021778
HGNC:207	ADAM29	ADAM metallopeptidase domain 29		svph1, CT73	4q34.1	11086	
HGNC:208	ADAM30	ADAM metallopeptidase domain 30		svph4	1p12	11085	NM_021794
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32			8p11.22	203102	NM_145004
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	80332	NM_025220
HGNC:16299	ADAMDEC1	ADAM like decysin 1		M12.219	8p21.2	27299	NM_014479
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		C3-C5, METH1, KIAA1346	21q21.3	9510	
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	9509	NM_014244
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		KIAA0366, ADAMTS-4	4q13.3	9508	
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		KIAA0688, ADAMTS-2, ADMP-1	1q23.3	9507	NM_005099
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		ADMP-2, ADAMTS11	21q21.3	11096	
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		ADAM-TS6	5q12.3	11174	NM_197941
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		ADAM-TS7, DKFZp434H204	15q25.1	11173	NM_014272
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2		15q25.2	390660	
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1					
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3			15q24.3	400406	
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4			15q25.3	642935	
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		METH2, FLJ41712, ADAM-TS8	11q24.3	11095	NM_007037
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		KIAA1312	3p14.1	56999	
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1			3p14.1	101929335	NR_110150
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2			3p14.1	100507098	NR_038264
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		ADAM-TS10	19p13.2	81794	NM_030957
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12			5p13.3-p13.2	81792	NM_030955
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34.2	11093	NM_139025
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14			10q22.1	140766	NM_080722
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15			11q24.3	170689	NM_139055
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		ADAMTS16s	5p15.32	170690	NM_139056
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		FLJ32769, FLJ16363	15q26.3	170691	NM_139057
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21		16q23.1	170692	
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19			5q23.3	171019	NM_133638
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1		RP11-346A9.1	5q23.3		
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		GON-1	12q12	80070	NM_025003
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18					
HGNC:14632	ADAMTSL1	ADAMTS like 1	C9orf94	ADAMTSR1, FLJ35283	9p22.2-p22.1	92949	
HGNC:14631	ADAMTSL2	ADAMTS like 2		KIAA0605	9q34.2	9719	NM_014694
HGNC:14633	ADAMTSL3	ADAMTS like 3		KIAA1233, punctin-2	15q25.2	57188	NM_207517
HGNC:19706	ADAMTSL4	ADAMTS like 4	TSRC1	DKFZP434K1772	1q21.2	54507	NM_019032
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138	FLJ45786	1q21.2		
HGNC:27912	ADAMTSL5	ADAMTS like 5	THSD6		19p13.3	339366	NM_213604
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	CENTA1	GCS1L	7p22.3	11033	NM_006869
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	CENTA2		17q11.2	55803	NM_018404
HGNC:225	ADAR	adenosine deaminase, RNA specific	IFI4, G1P1	ADAR1	1q21.3	103	NM_001111
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	104	NM_015833
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)		RED2, hRED2, ADAR3	10p15.3	105	NM_018702
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109, NCRNA00168	bA466B20.1	10p15.3	642394	NR_033387
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1			16q23.1	23536	NM_012091
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	DEADC1	dJ20N2.1, TAD2	6q24.2	134637	NM_001286259
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3		TAD3	19p13.3	113179	NM_138422
HGNC:19038	ADCK1	aarF domain containing kinase 1		FLJ39600	14q24.3	57143	NM_020421
HGNC:19039	ADCK2	aarF domain containing kinase 2		MGC20727	7q34	90956	NM_052853
HGNC:21738	ADCK5	aarF domain containing kinase 5		FLJ35454	8q24.3	203054	NM_174922
HGNC:229	ADCP1	adenosine deaminase complexing protein 1			6	106	
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4					
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2					
HGNC:232	ADCY1	adenylate cyclase 1	DFNB44	AC1	7p12.3	107	NM_021116
HGNC:233	ADCY2	adenylate cyclase 2		HBAC2, KIAA1060, AC2	5p15.31	108	NM_020546
HGNC:234	ADCY3	adenylate cyclase 3		AC3	2p23.3	109	
HGNC:235	ADCY4	adenylate cyclase 4		AC4	14q12	196883	
HGNC:236	ADCY5	adenylate cyclase 5		AC5	3q21.1	111	NM_183357
HGNC:237	ADCY6	adenylate cyclase 6		AC6	12q13.12	112	NM_020983
HGNC:238	ADCY7	adenylate cyclase 7		KIAA0037, AC7	16q12.1	113	
HGNC:239	ADCY8	adenylate cyclase 8	ADCY3	HBAC1, AC8	8q24.22	114	
HGNC:240	ADCY9	adenylate cyclase 9		AC9	16p13.3	115	
HGNC:21285	ADCY10	adenylate cyclase 10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24.2	55811	NM_018417
HGNC:44143	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1			6p21.1	221442	NR_026938
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1		PACAP	18p11.32	116	NM_001117
HGNC:242	ADCYAP1R1	ADCYAP receptor type I		PAC1, PACAPR, PAC1R	7p14.3	117	NM_001118
HGNC:243	ADD1	adducin 1			4p16.3	118	NM_014189
HGNC:244	ADD2	adducin 2		ADDB	2p13.3	119	NM_001617
HGNC:245	ADD3	adducin 3	ADDL		10q25.1-q25.2	120	NM_019903
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1			10q25.1	100505933	NR_038943
HGNC:246	ADDL~withdrawn	symbol withdrawn, see ADD3					
HGNC:247	ADFN	albinism-deafness syndrome			Xq26.3-q27.1	122	
HGNC:21212	ADGB	androglobin	C6orf103	FLJ23121, dJ408K24.1, CAPN16	6q24.3	79747	NM_024694
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	GPR123	KIAA1828	10q26.3	84435	
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	GPR123-AS1		10q26.3		
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	8p11.23	25960	
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	GPR125	FLJ38547, PGR21	4p15.2	166647	
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	BAI1		8q24.3	575	NM_001702
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	BAI2		1p35.2	576	NM_001703
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	BAI3	KIAA0550	6q12-q13	577	
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	GPR133	DKFZp434B1272, PGR25	12q24.33	283383	NM_198827
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1		LACAT8	12q24.33	105755954	NR_131950
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	GPR144	PGR24	9q33.3	347088	NM_182611
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3, EMR1		19p13.3-p13.2	2015	
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	EMR2	CD312	19p13.12	30817	
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	EMR3		19p13.12	84658	NM_032571
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	GPR127, EMR4, EMR4P	PGR16	19p13.2	326342	NR_024075
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	CD97	TM7LN1	19p13.12	976	NM_078481
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	GPR110	hGPCR36, PGR19	6p12.3	266977	NM_153840
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	GPR111	hGPCR35, PGR20	6p12.3	222611	NM_153839
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	GPR113	hGPCR37, PGR23	2p23.3	165082	NM_153835
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	GPR115	FLJ38076, PGR18	6p12.3	221393	NM_153838
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	GPR116	DKFZp564O1923, KIAA0758	6p12.3	221395	NM_015234
